"","Country","Year","GDP per capita","Life Expectancy","Total Population","Group"
"15171","Guatemala","1858",1171,25.8092800000001,852410,"America"
"15172","Guernsey","1858",NA,NA,NA,"Europe & Central Asia"
"15173","Guinea","1858",488,30.0999999999999,1283517,"Sub-Saharan Africa"
"15174","Guinea-Bissau","1858",804,32,266586,"Sub-Saharan Africa"
"15175","Guyana","1858",1573,31.12,204328,"America"
"15176","Haiti","1858",935,29,943260,"America"
"15177","Holy See","1858",NA,NA,905,"Europe & Central Asia"
"15178","Honduras","1858",1099,33.9,330619,"America"
"15179","Hong Kong, China","1858",1100,34.9,38893,"East Asia & Pacific"
"15180","Hungary","1858",1684,36,5159444,"Europe & Central Asia"
"15181","Iceland","1858",1404,34.84,74711,"Europe & Central Asia"
"15182","India","1858",1056,25.4424,196657653,"South Asia"
"15183","Indonesia","1858",1055,30,21979198,"East Asia & Pacific"
"15184","Iran","1858",1053,25.6,7620641,"Middle East & North Africa"
"15185","Iraq","1858",1136,31.2,1364818,"Middle East & North Africa"
"15186","Ireland","1858",2493,38.3,5071239,"Europe & Central Asia"
"15187","Isle of Man","1858",NA,NA,28679,"Europe & Central Asia"
"15188","Israel","1858",887,32,214587,"Middle East & North Africa"
"15189","Italy","1858",2495,29.69,24478190,"Europe & Central Asia"
"15190","Jamaica","1858",910,34.2,411331,"America"
"15191","Japan","1858",1159,36.4230572307694,32223184,"East Asia & Pacific"
"15192","Jersey","1858",NA,NA,NA,"Europe & Central Asia"
"15193","Jordan","1858",1143,31.7,245270,"Middle East & North Africa"
"15194","Kazakhstan","1858",1492,26.2,2689863,"Europe & Central Asia"
"15195","Kenya","1858",1023,25.5,2574000,"Sub-Saharan Africa"
"15196","Kiribati","1858",580,24.9,19511,"East Asia & Pacific"
"15197","North Korea","1858",546,26,4443898,NA
"15198","South Korea","1858",543,25.8,9558873,NA
"15199","United Korea (former)
","1858",NA,NA,NA,NA
"15200","Kosovo","1858",NA,NA,NA,"Europe & Central Asia"
"15201","Kuwait","1858",1363,26,81280,"Middle East & North Africa"
"15202","Kyrgyz Republic","1858",711,23.941,698710,NA
"15203","Lao","1858",949,31.9,625637,NA
"15204","Latvia","1858",983,33,779141,"Europe & Central Asia"
"15205","Lebanon","1858",1425,29.7,412508,"Middle East & North Africa"
"15206","Lesotho","1858",406,32.8,346589,"Sub-Saharan Africa"
"15207","Liberia","1858",885,31.1,401556,"Sub-Saharan Africa"
"15208","Libya","1858",1677,33.1,625135,"Middle East & North Africa"
"15209","Liechtenstein","1858",NA,NA,7087,"Europe & Central Asia"
"15210","Lithuania","1858",1662,28.9,1027042,"Europe & Central Asia"
"15211","Luxembourg","1858",2283,36.9,154534,"Europe & Central Asia"
"15212","Macao, China","1858",1132,34.7,40085,"East Asia & Pacific"
"15213","Macedonia, FYR","1858",912,36.1,510936,"Europe & Central Asia"
"15214","Madagascar","1858",690,30.5,2066759,"Sub-Saharan Africa"
"15215","Malawi","1858",353,30.3,737000,"Sub-Saharan Africa"
"15216","Malaysia","1858",1081,30.6,534296,"East Asia & Pacific"
"15217","Maldives","1858",842,32.647,50501,"South Asia"
"15218","Mali","1858",612,26.408,1852037,"Sub-Saharan Africa"
"15219","Malta","1858",1110,28.7,163051,"Europe & Central Asia"
"15220","Marshall Islands","1858",558,NA,7018,"East Asia & Pacific"
"15221","Martinique","1858",NA,30.153,105264,"America"
"15222","Mauritania","1858",636,32,433694,"Sub-Saharan Africa"
"15223","Mauritius","1858",1133,34.4437181748326,201362,"Sub-Saharan Africa"
"15224","Mayotte","1858",NA,32.5,9467,"Sub-Saharan Africa"
"15225","Mexico","1858",1271,26.9,7754411,"America"
"15226","Micronesia, Fed. Sts.","1858",537,26.7,19159,"East Asia & Pacific"
"15227","Moldova","1858",765,33.145,939070,"Europe & Central Asia"
"15228","Monaco","1858",3111,NA,9692,"Europe & Central Asia"
"15229","Mongolia","1858",633,31.8,647979,"East Asia & Pacific"
"15230","Montenegro","1858",1398,35.4,165172,"Europe & Central Asia"
"15231","Montserrat","1858",NA,NA,6994,"America"
"15232","Morocco","1858",766,33.1,3299305,"Middle East & North Africa"
"15233","Mozambique","1858",404,30.2772266666668,2719675,"Sub-Saharan Africa"
"15234","Myanmar","1858",847,30.8,3933130,"East Asia & Pacific"
"15235","Namibia","1858",955,32.4,229000,"Sub-Saharan Africa"
"15236","Nauru","1858",667,NA,2048,"East Asia & Pacific"
"15237","Nepal","1858",660,32.8,4353245,"South Asia"
"15238","Netherlands","1858",4609,34.66,3122714,"Europe & Central Asia"
"15239","Netherlands Antilles","1858",NA,34.408,NA,"America"
"15240","New Caledonia","1858",NA,26,35338,"East Asia & Pacific"
"15241","New Zealand","1858",3220,34.05,94934,"East Asia & Pacific"
"15242","Ngorno-Karabakh","1858",NA,NA,NA,"Europe & Central Asia"
"15243","Nicaragua","1858",1461,25.4,345374,"America"
"15244","Niger","1858",537,30.8,1457723,"Sub-Saharan Africa"
"15245","Nigeria","1858",1049,30.4,13760390,"Sub-Saharan Africa"
"15246","Niue","1858",NA,NA,4505,"East Asia & Pacific"
"15247","Norfolk Island","1858",NA,NA,NA,"East Asia & Pacific"
"15248","Northern Cyprus","1858",NA,NA,NA,"Europe & Central Asia"
"15249","Northern Mariana Islands","1858",NA,NA,3982,"East Asia & Pacific"
"15250","Norway","1858",1922,51.59,1401619,"Europe & Central Asia"
"15251","Oman","1858",1075,32.3,346606,"Middle East & North Africa"
"15252","Pakistan","1858",1025,25.8,15069036,"South Asia"
"15253","Palau","1858",957,NA,4507,"East Asia & Pacific"
"15254","Panama","1858",1304,32.9,133955,"America"
"15255","Papua New Guinea","1858",623,31.5,912100,"East Asia & Pacific"
"15256","Paraguay","1858",1347,35.5,329615,"America"
"15257","Peru","1858",1334,35.7,2003904,"America"
"15258","Philippines","1858",1020,30.9,3160952,"East Asia & Pacific"
"15259","Pitcairn","1858",NA,NA,NA,"East Asia & Pacific"
"15260","Poland","1858",1513,35.9,13219914,"Europe & Central Asia"
"15261","Portugal","1858",1658,35.6,3821571,"Europe & Central Asia"
"15262","Puerto Rico","1858",1695,30.43,490452,"America"
"15263","Qatar","1858",1363,30.8,14092,"Middle East & North Africa"
"15264","Reunion","1858",NA,33,116510,"Sub-Saharan Africa"
"15265","Romania","1858",1375,35.7,7994544,"Europe & Central Asia"
"15266","Russia","1858",1872,29.5734571976521,41023821,"Europe & Central Asia"
"15267","Rwanda","1858",464,31.8,1118138,"Sub-Saharan Africa"
"15268","St. Barthélemy","1858",NA,NA,NA,NA
"15269","St. Helena","1858",NA,NA,5474,NA
"15270","St. Kitts and Nevis","1858",1509,NA,21614,NA
"15271","St. Lucia","1858",994,28.008,24629,NA
"15272","St. Martin","1858",NA,NA,NA,NA
"15273","St. Vincent and the Grenadines","1858",1086,25.986,29971,NA
"15274","St.-Pierre-et-Miquelon","1858",NA,NA,2217,NA
"15275","Samoa","1858",1597,25.4,46077,"East Asia & Pacific"
"15276","San Marino","1858",1627,NA,6679,"Europe & Central Asia"
"15277","Sao Tome and Principe","1858",947,31,28467,"Sub-Saharan Africa"
"15278","Saudi Arabia","1858",899,32.1,2236084,"Middle East & North Africa"
"15279","Senegal","1858",599,25.2,1236126,"Sub-Saharan Africa"
"15280","Serbia","1858",1795,35.5,2799079,"Europe & Central Asia"
"15281","Serbia and Montenegro","1858",NA,NA,NA,"Europe & Central Asia"
"15282","Serbia excluding Kosovo","1858",NA,NA,NA,"Europe & Central Asia"
"15283","Seychelles","1858",996,37,13891,"Sub-Saharan Africa"
"15284","Sierra Leone","1858",884,25.1,971609,"Sub-Saharan Africa"
"15285","Singapore","1858",1115,34,56355,"East Asia & Pacific"
"15286","Slovak Republic","1858",1885,36.4,2388322,"Europe & Central Asia"
"15287","Slovenia","1858",1862,36.6,612303,"Europe & Central Asia"
"15288","Solomon Islands","1858",416,25.1,65274,"East Asia & Pacific"
"15289","Somalia","1858",733,29.4,1208406,"Sub-Saharan Africa"
"15290","Somaliland","1858",NA,NA,NA,"Sub-Saharan Africa"
"15291","South Africa","1858",1520,33.5,2091873,"Sub-Saharan Africa"
"15292","South Ossetia","1858",NA,NA,NA,"Europe & Central Asia"
"15293","Spain","1858",1752,29.5,14846857,"Europe & Central Asia"
"15294","Sri Lanka","1858",1095,32.6,2177134,"South Asia"
"15295","Sudan","1858",624,31.4,4687944,"Sub-Saharan Africa"
"15296","Suriname","1858",2120,32.9,101302,"America"
"15297","Svalbard","1858",NA,NA,NA,"Europe & Central Asia"
"15298","Swaziland","1858",590,32.3,86000,"Sub-Saharan Africa"
"15299","Sweden","1858",1922,42,3440593,"Europe & Central Asia"
"15300","Switzerland","1858",5331,38,2370905,"Europe & Central Asia"
"15301","Syria","1858",1137,31.1,1479335,"Middle East & North Africa"
"15302","Taiwan","1858",1005,28.3,NA,"East Asia & Pacific"
"15303","Tajikistan","1858",695,24.235,614819,"Europe & Central Asia"
"15304","Tanzania","1858",624,32.2,3358108,"Sub-Saharan Africa"
"15305","Thailand","1858",987,30.4,5247574,"East Asia & Pacific"
"15306","Timor-Leste","1858",584,28.949,191539,"East Asia & Pacific"
"15307","Togo","1858",822,31.3,581106,"Sub-Saharan Africa"
"15308","Tokelau","1858",NA,NA,949,"East Asia & Pacific"
"15309","Tonga","1858",756,28.2,18577,"East Asia & Pacific"
"15310","Transnistria","1858",NA,NA,NA,"Europe & Central Asia"
"15311","Trinidad and Tobago","1858",1516,38.8,83021,"America"
"15312","Tunisia","1858",861,28.8,1045505,"Middle East & North Africa"
"15313","Turkey","1858",1498,35,11074762,"Europe & Central Asia"
"15314","Turkmenistan","1858",1234,24,484374,"Europe & Central Asia"
"15315","Turks and Caicos Islands","1858",630,NA,4065,"America"
"15316","Tuvalu","1858",820,NA,2957,"East Asia & Pacific"
"15317","Uganda","1858",559,25.3,2322049,"Sub-Saharan Africa"
"15318","Ukraine","1858",999,36.6,14822733,"Europe & Central Asia"
"15319","United Arab Emirates","1858",1239,30.7,40153,"Middle East & North Africa"
"15320","United Kingdom","1858",5051,40.04,22623571,"Europe & Central Asia"
"15321","United States","1858",3522,39.41,24136293,"America"
"15322","Uruguay","1858",4298,32.9,142515,"America"
"15323","USSR","1858",NA,NA,NA,"Europe & Central Asia"
"15324","Uzbekistan","1858",566,26.926,2530062,"Europe & Central Asia"
"15325","Wallis et Futuna","1858",NA,NA,4307,"East Asia & Pacific"
"15326","Vanuatu","1858",668,24.3,31490,"East Asia & Pacific"
"15327","Venezuela","1858",809,32.2,1298076,"America"
"15328","West Bank and Gaza","1858",1231,32.1,169606,"Middle East & North Africa"
"15329","West Germany","1858",NA,NA,NA,"Europe & Central Asia"
"15330","Western Sahara","1858",NA,34.753,4041,"Middle East & North Africa"
"15331","Vietnam","1858",841,32,8722624,"East Asia & Pacific"
"15332","Virgin Islands (U.S.)","1858",NA,33.403,38995,"America"
"15333","North Yemen (former)","1858",NA,NA,NA,NA
"15334","South Yemen (former)","1858",NA,NA,NA,NA
"15335","Yemen","1858",1033,23.387,2738662,NA
"15336","Yugoslavia","1858",NA,NA,NA,"Europe & Central Asia"
"15337","Zambia","1858",763,32.6,747000,"Sub-Saharan Africa"
"15338","Zimbabwe","1858",932,33.7,1346417,"Sub-Saharan Africa"
"15339","Åland","1858",NA,NA,NA,"Europe & Central Asia"
"15340","South Sudan","1858",611,26.665,1205835,"Sub-Saharan Africa"
"15341","Abkhazia","1859",NA,NA,NA,"Europe & Central Asia"
"15342","Afghanistan","1859",690,27.6064466666666,3810047,"South Asia"
"15343","Akrotiri and Dhekelia","1859",NA,NA,NA,"Europe & Central Asia"
"15344","Albania","1859",731,35.4,506889,"Europe & Central Asia"
"15345","Algeria","1859",1122,28.8224,3299305,"Middle East & North Africa"
"15346","American Samoa","1859",NA,NA,7958,"East Asia & Pacific"
"15347","Andorra","1859",1968,NA,3230,"Europe & Central Asia"
"15348","Angola","1859",800,26.98,1949329,"Sub-Saharan Africa"
"15349","Anguilla","1859",NA,NA,2511,"America"
"15350","Antigua and Barbuda","1859",987,33.536,37000,"America"
"15351","Argentina","1859",2628,33.2,1113189,"America"
"15352","Armenia","1859",599,33.995,544302,"Europe & Central Asia"
"15353","Aruba","1859",1086,34.419,22574,"America"
"15354","Australia","1859",4912,34.05,742619,"East Asia & Pacific"
"15355","Austria","1859",3175,34.4,3962619,"Europe & Central Asia"
"15356","Azerbaijan","1859",966,29.165,1160156,"Europe & Central Asia"
"15357","Bahamas","1859",1885,35.179,29372,"America"
"15358","Bahrain","1859",1696,30.3,64474,"Middle East & North Africa"
"15359","Bangladesh","1859",879,25.5,22719284,"South Asia"
"15360","Barbados","1859",1191,32.124,132965,"America"
"15361","Belarus","1859",771,36.2,3104450,"Europe & Central Asia"
"15362","Belgium","1859",4062,38.98,4426000,"Europe & Central Asia"
"15363","Belize","1859",755,26.5,25872,"America"
"15364","Benin","1859",722,31,853818,"Sub-Saharan Africa"
"15365","Bermuda","1859",1601,NA,10786,"America"
"15366","Bhutan","1859",682,28.799,104032,"South Asia"
"15367","Bolivia","1859",1239,33,1363412,"America"
"15368","Bosnia and Herzegovina","1859",785,35.1,1109495,"Europe & Central Asia"
"15369","Botswana","1859",481,33.6,121000,"Sub-Saharan Africa"
"15370","Brazil","1859",1323,31.9885933333334,7254194,"America"
"15371","British Virgin Islands","1859",NA,NA,6700,"America"
"15372","Brunei","1859",1731,29.2,3966,"East Asia & Pacific"
"15373","Bulgaria","1859",1324,38.3959999999998,2482395,"Europe & Central Asia"
"15374","Burkina Faso","1859",503,29.2,2073222,"Sub-Saharan Africa"
"15375","Burundi","1859",441,31.5,1135030,"Sub-Saharan Africa"
"15376","Cambodia","1859",960,35,2236808,"East Asia & Pacific"
"15377","Cameroon","1859",758,28.75,2033578,"Sub-Saharan Africa"
"15378","Canada","1859",2385,41.487968,2487811,"America"
"15379","Cape Verde","1859",627,33.8,72956,"Sub-Saharan Africa"
"15380","Cayman Islands","1859",1355,NA,3103,"America"
"15381","Central African Republic","1859",513,30,553476,NA
"15382","Chad","1859",506,30.9,1432000,"Sub-Saharan Africa"
"15383","Channel Islands","1859",NA,NA,53405,"Europe & Central Asia"
"15384","Chile","1859",1594,32,1413837,"America"
"15385","China","1859",1007,28.1375,402711280,"East Asia & Pacific"
"15386","Christmas Island","1859",NA,NA,NA,"East Asia & Pacific"
"15387","Cocos Island","1859",NA,NA,NA,"East Asia & Pacific"
"15388","Colombia","1859",1068,32,2014645,"America"
"15389","Comoros","1859",739,32.1,71389,"Sub-Saharan Africa"
"15390","Congo, Dem. Rep.","1859",618,31.6,6300144,"Sub-Saharan Africa"
"15391","Congo, Rep.","1859",679,32.7,391323,"Sub-Saharan Africa"
"15392","Cook Is","1859",NA,NA,15862,NA
"15393","Costa Rica","1859",1202,30.2147,100882,"America"
"15394","Cote d'Ivoire","1859",1029,31.156,1335437,"Sub-Saharan Africa"
"15395","Croatia","1859",1787,36.1,1600709,"Europe & Central Asia"
"15396","Cuba","1859",1713,36.6,1181650,"America"
"15397","Cyprus","1859",1357,38.5074526315789,185383,"Europe & Central Asia"
"15398","Czech Republic","1859",2541,34.9544,6157866,NA
"15399","Czechoslovakia","1859",NA,NA,NA,"Europe & Central Asia"
"15400","Denmark","1859",3089,44.42,1511190,"Europe & Central Asia"
"15401","Djibouti","1859",906,29.9,28798,"Middle East & North Africa"
"15402","Dominica","1859",865,NA,23075,"America"
"15403","Dominican Republic","1859",826,29.9,150616,NA
"15404","East Germany","1859",NA,NA,NA,"Europe & Central Asia"
"15405","Ecuador","1859",681,32.9,807027,"America"
"15406","Egypt","1859",950,33,5738339,"Middle East & North Africa"
"15407","El Salvador","1859",1356,28.7,369053,"America"
"15408","Equatorial Guinea","1859",385,29.8,88807,"Sub-Saharan Africa"
"15409","Eritrea","1859",589,30.2,305654,"Sub-Saharan Africa"
"15410","Eritrea and Ethiopia","1859",NA,NA,NA,"Sub-Saharan Africa"
"15411","Estonia","1859",1235,39.0831727579089,440656,"Europe & Central Asia"
"15412","Ethiopia","1859",531,29.7,4517871,"Sub-Saharan Africa"
"15413","Faeroe Islands","1859",NA,NA,16463,"Europe & Central Asia"
"15414","Falkland Is (Malvinas)","1859",NA,NA,109,NA
"15415","Fiji","1859",899,26.1,137063,"East Asia & Pacific"
"15416","Finland","1859",1586,38.5037558519668,1607810,"Europe & Central Asia"
"15417","France","1859",2902,35.26,36277905,"Europe & Central Asia"
"15418","French Guiana","1859",NA,30.5,12324,"America"
"15419","French Polynesia","1859",NA,25.6,61061,"East Asia & Pacific"
"15420","Gabon","1859",394,30.6,203580,"Sub-Saharan Africa"
"15421","Gambia","1859",843,28.8,129198,"Sub-Saharan Africa"
"15422","Georgia","1859",655,31.871,1413431,"Europe & Central Asia"
"15423","Germany","1859",2396,38.37,33663143,"Europe & Central Asia"
"15424","Ghana","1859",729,28,1741881,"Sub-Saharan Africa"
"15425","Gibraltar","1859",NA,NA,11693,"Europe & Central Asia"
"15426","Greece","1859",1881,36.6,3048571,"Europe & Central Asia"
"15427","Greenland","1859",598,33.8671840336683,11739,"Europe & Central Asia"
"15428","Grenada","1859",1134,37.3,32404,"America"
"15429","Guadeloupe","1859",NA,27.655,100754,"America"
"15430","Guam","1859",NA,27.5,29213,"East Asia & Pacific"
"15431","Guatemala","1859",1180,25.8094400000001,852410,"America"
"15432","Guernsey","1859",NA,NA,NA,"Europe & Central Asia"
"15433","Guinea","1859",489,30.1103448275861,1283517,"Sub-Saharan Africa"
"15434","Guinea-Bissau","1859",804,32,266586,"Sub-Saharan Africa"
"15435","Guyana","1859",1583,31.12,204328,"America"
"15436","Haiti","1859",945,29,943260,"America"
"15437","Holy See","1859",NA,NA,905,"Europe & Central Asia"
"15438","Honduras","1859",1113,33.9,330619,"America"
"15439","Hong Kong, China","1859",1102,34.9,38893,"East Asia & Pacific"
"15440","Hungary","1859",1698,36,5159444,"Europe & Central Asia"
"15441","Iceland","1859",1419,29.67,74711,"Europe & Central Asia"
"15442","India","1859",1056,25.4424,196657653,"South Asia"
"15443","Indonesia","1859",1057,30,21979198,"East Asia & Pacific"
"15444","Iran","1859",1055,25.6,7620641,"Middle East & North Africa"
"15445","Iraq","1859",1140,31.2,1364818,"Middle East & North Africa"
"15446","Ireland","1859",2529,38.3,5071239,"Europe & Central Asia"
"15447","Isle of Man","1859",NA,NA,28679,"Europe & Central Asia"
"15448","Israel","1859",887,32,214587,"Middle East & North Africa"
"15449","Italy","1859",2417,29.69,24478190,"Europe & Central Asia"
"15450","Jamaica","1859",910,34.2,411331,"America"
"15451","Japan","1859",1164,36.423454769231,32223184,"East Asia & Pacific"
"15452","Jersey","1859",NA,NA,NA,"Europe & Central Asia"
"15453","Jordan","1859",1148,31.7,245270,"Middle East & North Africa"
"15454","Kazakhstan","1859",1502,26.2,2689863,"Europe & Central Asia"
"15455","Kenya","1859",1027,25.5,2574000,"Sub-Saharan Africa"
"15456","Kiribati","1859",580,24.9,19511,"East Asia & Pacific"
"15457","North Korea","1859",545,26,4443898,NA
"15458","South Korea","1859",542,25.8,9558873,NA
"15459","United Korea (former)
","1859",NA,NA,NA,NA
"15460","Kosovo","1859",NA,NA,NA,"Europe & Central Asia"
"15461","Kuwait","1859",1368,26,81280,"Middle East & North Africa"
"15462","Kyrgyz Republic","1859",717,23.941,698710,NA
"15463","Lao","1859",951,31.9,625637,NA
"15464","Latvia","1859",989,33,779141,"Europe & Central Asia"
"15465","Lebanon","1859",1435,29.7,412508,"Middle East & North Africa"
"15466","Lesotho","1859",406,32.8,346589,"Sub-Saharan Africa"
"15467","Liberia","1859",887,31.1,401556,"Sub-Saharan Africa"
"15468","Libya","1859",1698,33.1,625135,"Middle East & North Africa"
