"","Col1","Total.population","Hispanic.or.Latino","Total.population..not.Hispanic.or.Latino","One.race.total","White","Black.or.African.American","American.Indian.and.Alaska.Native","Asian","Native.Hawaiian.and.Other.Pacific.Islander","Some.Other.Race","Two.or.More.Races"
"1","BLOCKS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Block 2014, Block Group 2, Census Tract 4004, Alameda County, California",43,8,35,42,32,9,1,0,0,0,1
"242","Block 2015, Block Group 2, Census Tract 4004, Alameda County, California",45,4,41,44,33,8,0,2,0,1,1
"243","Block 2016, Block Group 2, Census Tract 4004, Alameda County, California",94,12,82,91,64,13,0,9,0,5,3
"244","Block 2017, Block Group 2, Census Tract 4004, Alameda County, California",132,10,122,120,71,28,0,18,0,3,12
"245","Block 2018, Block Group 2, Census Tract 4004, Alameda County, California",38,8,30,38,33,2,0,2,0,1,0
"246","Block 2019, Block Group 2, Census Tract 4004, Alameda County, California",121,18,103,116,81,21,1,6,2,5,5
"247","Block 2020, Block Group 2, Census Tract 4004, Alameda County, California",35,2,33,33,32,1,0,0,0,0,2
"248","Block 3000, Block Group 3, Census Tract 4004, Alameda County, California",60,3,57,56,33,17,0,6,0,0,4
"249","Block 3001, Block Group 3, Census Tract 4004, Alameda County, California",172,12,160,163,140,5,0,14,1,3,9
"250","Block 3002, Block Group 3, Census Tract 4004, Alameda County, California",114,17,97,104,79,9,1,10,0,5,10
"251","Block 3003, Block Group 3, Census Tract 4004, Alameda County, California",113,14,99,106,80,14,0,9,0,3,7
"252","Block 3004, Block Group 3, Census Tract 4004, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"253","Block 3005, Block Group 3, Census Tract 4004, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"254","Block 3006, Block Group 3, Census Tract 4004, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"255","Block 3007, Block Group 3, Census Tract 4004, Alameda County, California",1,0,1,0,0,0,0,0,0,0,1
"256","Block 3008, Block Group 3, Census Tract 4004, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"257","Block 3009, Block Group 3, Census Tract 4004, Alameda County, California",168,17,151,155,92,40,0,15,0,8,13
"258","Block 3010, Block Group 3, Census Tract 4004, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"259","Block 3011, Block Group 3, Census Tract 4004, Alameda County, California",78,4,74,73,68,0,0,4,0,1,5
"260","Block 3012, Block Group 3, Census Tract 4004, Alameda County, California",49,5,44,47,30,10,0,7,0,0,2
"261","Block 3013, Block Group 3, Census Tract 4004, Alameda County, California",123,7,116,113,78,21,0,10,0,4,10
"262","Block 3014, Block Group 3, Census Tract 4004, Alameda County, California",24,0,24,18,13,5,0,0,0,0,6
"263","Block 3015, Block Group 3, Census Tract 4004, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"264","Block 3016, Block Group 3, Census Tract 4004, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"265","Block 3017, Block Group 3, Census Tract 4004, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"266","Block 3018, Block Group 3, Census Tract 4004, Alameda County, California",67,8,59,61,49,0,0,6,2,4,6
"267","Block 3019, Block Group 3, Census Tract 4004, Alameda County, California",141,8,133,131,92,25,3,8,0,3,10
"268","Block 1000, Block Group 1, Census Tract 4005, Alameda County, California",54,2,52,54,42,5,0,6,0,1,0
"269","Block 1001, Block Group 1, Census Tract 4005, Alameda County, California",133,4,129,126,78,30,1,16,0,1,7
"270","Block 1002, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"271","Block 1003, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"272","Block 1004, Block Group 1, Census Tract 4005, Alameda County, California",352,36,316,326,218,51,4,32,0,21,26
"273","Block 1005, Block Group 1, Census Tract 4005, Alameda County, California",100,5,95,92,65,18,0,7,0,2,8
"274","Block 1006, Block Group 1, Census Tract 4005, Alameda County, California",185,21,164,176,135,29,1,8,0,3,9
"275","Block 1007, Block Group 1, Census Tract 4005, Alameda County, California",163,35,128,142,96,10,4,15,1,16,21
"276","Block 1008, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"277","Block 1009, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"278","Block 1010, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"279","Block 1011, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"280","Block 1012, Block Group 1, Census Tract 4005, Alameda County, California",101,7,94,97,70,19,0,6,0,2,4
"281","Block 1013, Block Group 1, Census Tract 4005, Alameda County, California",77,1,76,70,39,20,0,6,1,4,7
"282","Block 1014, Block Group 1, Census Tract 4005, Alameda County, California",280,29,251,270,105,137,2,13,1,12,10
"283","Block 1015, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"284","Block 1016, Block Group 1, Census Tract 4005, Alameda County, California",118,7,111,109,57,49,0,1,0,2,9
"285","Block 1017, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"286","Block 1018, Block Group 1, Census Tract 4005, Alameda County, California",139,13,126,122,77,34,0,8,0,3,17
"287","Block 1019, Block Group 1, Census Tract 4005, Alameda County, California",85,7,78,81,42,29,0,7,0,3,4
"288","Block 1020, Block Group 1, Census Tract 4005, Alameda County, California",39,5,34,38,28,9,0,1,0,0,1
"289","Block 1021, Block Group 1, Census Tract 4005, Alameda County, California",33,2,31,33,19,0,0,12,0,2,0
"290","Block 1022, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"291","Block 1023, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"292","Block 1024, Block Group 1, Census Tract 4005, Alameda County, California",93,21,72,86,47,25,0,4,0,10,7
"293","Block 1025, Block Group 1, Census Tract 4005, Alameda County, California",54,10,44,50,21,22,1,1,1,4,4
"294","Block 1026, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"295","Block 1027, Block Group 1, Census Tract 4005, Alameda County, California",2,0,2,2,0,0,0,2,0,0,0
"296","Block 1028, Block Group 1, Census Tract 4005, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"297","Block 2000, Block Group 2, Census Tract 4005, Alameda County, California",153,5,148,146,82,50,3,7,0,4,7
"298","Block 2001, Block Group 2, Census Tract 4005, Alameda County, California",30,2,28,28,15,12,0,0,0,1,2
"299","Block 2002, Block Group 2, Census Tract 4005, Alameda County, California",129,3,126,113,70,32,1,10,0,0,16
"300","Block 2003, Block Group 2, Census Tract 4005, Alameda County, California",161,9,152,154,64,76,0,7,0,7,7
"301","Block 2004, Block Group 2, Census Tract 4005, Alameda County, California",149,13,136,130,82,41,2,5,0,0,19
"302","Block 2005, Block Group 2, Census Tract 4005, Alameda County, California",60,0,60,52,32,20,0,0,0,0,8
"303","Block 2006, Block Group 2, Census Tract 4005, Alameda County, California",61,8,53,58,25,27,0,3,0,3,3
"304","Block 2007, Block Group 2, Census Tract 4005, Alameda County, California",79,18,61,75,29,29,3,2,0,12,4
"305","Block 3000, Block Group 3, Census Tract 4005, Alameda County, California",119,11,108,112,80,16,0,8,0,8,7
"306","Block 3001, Block Group 3, Census Tract 4005, Alameda County, California",81,7,74,77,56,13,0,1,0,7,4
"307","Block 3002, Block Group 3, Census Tract 4005, Alameda County, California",36,4,32,31,17,12,0,0,0,2,5
"308","Block 3003, Block Group 3, Census Tract 4005, Alameda County, California",68,5,63,65,38,23,0,1,0,3,3
"309","Block 3004, Block Group 3, Census Tract 4005, Alameda County, California",159,24,135,143,84,41,1,7,0,10,16
"310","Block 3005, Block Group 3, Census Tract 4005, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"311","Block 3006, Block Group 3, Census Tract 4005, Alameda County, California",190,24,166,162,73,68,4,11,1,5,28
"312","Block 3007, Block Group 3, Census Tract 4005, Alameda County, California",34,2,32,29,19,8,0,2,0,0,5
"313","Block 1000, Block Group 1, Census Tract 4006, Alameda County, California",2,0,2,2,1,1,0,0,0,0,0
"314","Block 1001, Block Group 1, Census Tract 4006, Alameda County, California",285,23,262,265,137,106,2,10,0,10,20
"315","Block 1002, Block Group 1, Census Tract 4006, Alameda County, California",1,1,0,1,0,0,0,0,0,1,0
"316","Block 1003, Block Group 1, Census Tract 4006, Alameda County, California",85,5,80,85,41,33,0,5,0,6,0
"317","Block 1004, Block Group 1, Census Tract 4006, Alameda County, California",46,2,44,44,14,29,0,0,1,0,2
"318","Block 1005, Block Group 1, Census Tract 4006, Alameda County, California",67,9,58,64,45,13,0,2,0,4,3
"319","Block 1006, Block Group 1, Census Tract 4006, Alameda County, California",93,14,79,91,31,44,0,7,0,9,2
"320","Block 1007, Block Group 1, Census Tract 4006, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"321","Block 1008, Block Group 1, Census Tract 4006, Alameda County, California",96,16,80,90,38,39,0,3,0,10,6
"322","Block 1009, Block Group 1, Census Tract 4006, Alameda County, California",33,2,31,32,13,17,0,1,0,1,1
"323","Block 1010, Block Group 1, Census Tract 4006, Alameda County, California",69,6,63,69,16,42,0,8,0,3,0
"324","Block 1011, Block Group 1, Census Tract 4006, Alameda County, California",66,2,64,59,38,15,1,5,0,0,7
"325","Block 1012, Block Group 1, Census Tract 4006, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"326","Block 1013, Block Group 1, Census Tract 4006, Alameda County, California",107,5,102,103,53,48,0,1,0,1,4
"327","Block 2000, Block Group 2, Census Tract 4006, Alameda County, California",6,0,6,6,1,5,0,0,0,0,0
"328","Block 2001, Block Group 2, Census Tract 4006, Alameda County, California",67,3,64,64,25,34,1,4,0,0,3
"329","Block 2002, Block Group 2, Census Tract 4006, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"330","Block 2003, Block Group 2, Census Tract 4006, Alameda County, California",134,3,131,126,81,37,0,8,0,0,8
"331","Block 2004, Block Group 2, Census Tract 4006, Alameda County, California",142,11,131,134,71,46,0,14,0,3,8
"332","Block 2005, Block Group 2, Census Tract 4006, Alameda County, California",3,0,3,3,3,0,0,0,0,0,0
"333","Block 2006, Block Group 2, Census Tract 4006, Alameda County, California",45,6,39,42,16,17,0,4,0,5,3
"334","Block 2007, Block Group 2, Census Tract 4006, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"335","Block 2008, Block Group 2, Census Tract 4006, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"336","Block 2009, Block Group 2, Census Tract 4006, Alameda County, California",5,2,3,4,3,1,0,0,0,0,1
"337","Block 2010, Block Group 2, Census Tract 4006, Alameda County, California",126,10,116,113,63,48,0,2,0,0,13
"338","Block 2011, Block Group 2, Census Tract 4006, Alameda County, California",93,6,87,89,30,53,0,6,0,0,4
"339","Block 2012, Block Group 2, Census Tract 4006, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"340","Block 1000, Block Group 1, Census Tract 4007, Alameda County, California",87,13,74,82,43,31,0,8,0,0,5
"341","Block 1001, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"342","Block 1002, Block Group 1, Census Tract 4007, Alameda County, California",37,1,36,32,14,8,0,10,0,0,5
"343","Block 1003, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"344","Block 1004, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"345","Block 1005, Block Group 1, Census Tract 4007, Alameda County, California",122,20,102,113,60,31,1,12,0,9,9
"346","Block 1006, Block Group 1, Census Tract 4007, Alameda County, California",125,15,110,120,27,76,12,5,0,0,5
"347","Block 1007, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"348","Block 1008, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"349","Block 1009, Block Group 1, Census Tract 4007, Alameda County, California",73,9,64,70,13,27,0,22,0,8,3
"350","Block 1010, Block Group 1, Census Tract 4007, Alameda County, California",59,1,58,57,15,40,0,1,1,0,2
"351","Block 1011, Block Group 1, Census Tract 4007, Alameda County, California",24,1,23,24,6,13,0,0,4,1,0
"352","Block 1012, Block Group 1, Census Tract 4007, Alameda County, California",13,0,13,13,1,12,0,0,0,0,0
"353","Block 1013, Block Group 1, Census Tract 4007, Alameda County, California",28,0,28,28,14,14,0,0,0,0,0
"354","Block 1014, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"355","Block 1015, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"356","Block 1016, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"357","Block 1017, Block Group 1, Census Tract 4007, Alameda County, California",8,1,7,8,0,7,0,0,0,1,0
"358","Block 1018, Block Group 1, Census Tract 4007, Alameda County, California",8,1,7,7,7,0,0,0,0,0,1
"359","Block 1019, Block Group 1, Census Tract 4007, Alameda County, California",4,0,4,4,0,2,0,2,0,0,0
"360","Block 1020, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"361","Block 1021, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"362","Block 1022, Block Group 1, Census Tract 4007, Alameda County, California",123,8,115,112,77,16,1,17,0,1,11
"363","Block 1023, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"364","Block 1024, Block Group 1, Census Tract 4007, Alameda County, California",10,0,10,10,0,10,0,0,0,0,0
"365","Block 1025, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"366","Block 1026, Block Group 1, Census Tract 4007, Alameda County, California",70,4,66,65,4,45,0,16,0,0,5
"367","Block 1027, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"368","Block 1028, Block Group 1, Census Tract 4007, Alameda County, California",9,0,9,9,0,9,0,0,0,0,0
"369","Block 1029, Block Group 1, Census Tract 4007, Alameda County, California",136,11,125,121,54,59,2,5,0,1,15
"370","Block 1030, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"371","Block 1031, Block Group 1, Census Tract 4007, Alameda County, California",12,0,12,12,0,12,0,0,0,0,0
"372","Block 1032, Block Group 1, Census Tract 4007, Alameda County, California",129,16,113,121,55,60,0,2,0,4,8
"373","Block 1033, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"374","Block 1034, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"375","Block 1035, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"376","Block 1036, Block Group 1, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"377","Block 1037, Block Group 1, Census Tract 4007, Alameda County, California",1,1,0,1,0,0,0,0,0,1,0
"378","Block 2000, Block Group 2, Census Tract 4007, Alameda County, California",134,20,114,134,50,65,0,12,0,7,0
"379","Block 2001, Block Group 2, Census Tract 4007, Alameda County, California",5,2,3,4,1,1,0,1,0,1,1
"380","Block 2002, Block Group 2, Census Tract 4007, Alameda County, California",117,15,102,110,37,67,1,3,0,2,7
"381","Block 2003, Block Group 2, Census Tract 4007, Alameda County, California",43,0,43,37,21,16,0,0,0,0,6
"382","Block 2004, Block Group 2, Census Tract 4007, Alameda County, California",46,5,41,46,14,29,2,1,0,0,0
"383","Block 2005, Block Group 2, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"384","Block 2006, Block Group 2, Census Tract 4007, Alameda County, California",90,5,85,87,27,45,0,10,0,5,3
"385","Block 2007, Block Group 2, Census Tract 4007, Alameda County, California",33,5,28,33,9,19,0,0,0,5,0
"386","Block 2008, Block Group 2, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"387","Block 2009, Block Group 2, Census Tract 4007, Alameda County, California",55,19,36,54,11,20,1,8,0,14,1
"388","Block 2010, Block Group 2, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"389","Block 2011, Block Group 2, Census Tract 4007, Alameda County, California",29,0,29,28,0,23,0,5,0,0,1
"390","Block 2012, Block Group 2, Census Tract 4007, Alameda County, California",44,6,38,43,11,25,0,2,0,5,1
"391","Block 2013, Block Group 2, Census Tract 4007, Alameda County, California",83,6,77,77,22,51,0,2,0,2,6
"392","Block 2014, Block Group 2, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"393","Block 2015, Block Group 2, Census Tract 4007, Alameda County, California",62,9,53,60,24,21,3,8,0,4,2
"394","Block 2016, Block Group 2, Census Tract 4007, Alameda County, California",82,5,77,82,22,52,1,7,0,0,0
"395","Block 2017, Block Group 2, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"396","Block 2018, Block Group 2, Census Tract 4007, Alameda County, California",99,14,85,90,31,45,0,5,0,9,9
"397","Block 2019, Block Group 2, Census Tract 4007, Alameda County, California",83,5,78,75,25,38,0,7,1,4,8
"398","Block 2020, Block Group 2, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"399","Block 2021, Block Group 2, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"400","Block 2022, Block Group 2, Census Tract 4007, Alameda County, California",88,4,84,80,26,52,0,1,1,0,8
"401","Block 2023, Block Group 2, Census Tract 4007, Alameda County, California",85,10,75,77,33,33,0,7,2,2,8
"402","Block 2024, Block Group 2, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"403","Block 2025, Block Group 2, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"404","Block 3000, Block Group 3, Census Tract 4007, Alameda County, California",128,14,114,124,38,77,1,7,0,1,4
"405","Block 3001, Block Group 3, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"406","Block 3002, Block Group 3, Census Tract 4007, Alameda County, California",94,17,77,89,40,37,0,7,0,5,5
"407","Block 3003, Block Group 3, Census Tract 4007, Alameda County, California",92,11,81,88,33,45,0,2,0,8,4
"408","Block 3004, Block Group 3, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"409","Block 3005, Block Group 3, Census Tract 4007, Alameda County, California",26,4,22,26,22,4,0,0,0,0,0
"410","Block 3006, Block Group 3, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"411","Block 3007, Block Group 3, Census Tract 4007, Alameda County, California",46,0,46,44,17,25,0,2,0,0,2
"412","Block 3008, Block Group 3, Census Tract 4007, Alameda County, California",41,12,29,35,13,16,6,0,0,0,6
"413","Block 3009, Block Group 3, Census Tract 4007, Alameda County, California",0,0,0,0,0,0,0,0,0,0,0
"414","Block 3010, Block Group 3, Census Tract 4007, Alameda County, California",41,2,39,41,15,23,0,3,0,0,0
"415","Block 3011, Block Group 3, Census Tract 4007, Alameda County, California",2,0,2,0,0,0,0,0,0,0,2
"416","Block 3012, Block Group 3, Census Tract 4007, Alameda County, California",98,9,89,91,33,50,3,2,0,3,7
"417","Block 3013, Block Group 3, Census Tract 4007, Alameda County, California",67,3,64,62,32,26,0,2,1,1,5
